OBJECTID,WELLWIDTH,WELLLENGTH,PAREAWIDTH,LOWWELL,SPECIES,STNAME,Location 1,StreetNumber,Address,Latitude,Longitude
14712,2.0,2.0,0.0,Low,Persea sp / avocado,JACKSON ST,"900
Oakland, Ca
(37.80505999961946, -122.27301999967312)",900,"900 JACKSON ST, Oakland, CA",37.79868275,-122.26701899104361
14999,0.0,0.0,5.0,,Malus floribunda,COACH DR,"8156
Oakland, Ca
(37.80505999961946, -122.27301999967312)",8156,"8156 COACH DR, Oakland, CA",37.770418750000005,-122.13764308058742
15106,0.0,0.0,3.0,,Malus sp,PROCTOR AV,"5125
Oakland, Ca
(37.80505999961946, -122.27301999967312)",5125,"5125 PROCTOR AV, Oakland, CA",37.837957700000004,-122.22554017025587
15121,0.0,0.0,14.0,,Malus sp,GOLDEN GATE AV,"5501
Oakland, Ca
(37.80505999961946, -122.27301999967312)",5501,"5501 GOLDEN GATE AV, Oakland, CA",37.846676849999994,-122.23755619792524
15187,0.0,0.0,10.0,,Malus sp,OCEAN VIEW DR,"6035
Oakland, Ca
(37.80505999961946, -122.27301999967312)",6035,"6035 OCEAN VIEW DR, Oakland, CA",37.8466126,-122.24307143202417
15775,0.0,0.0,3.0,,Malus floribunda,42ND ST,"832
Oakland, Ca
(37.80505999961946, -122.27301999967312)",832,"832 42ND ST, Oakland, CA",37.8322631,-122.27187101867223
16081,0.0,0.0,4.0,,Malus floribunda,MONTE CRESTA AV,"111
Oakland, Ca
(37.80505999961946, -122.27301999967312)",111,"111 MONTE CRESTA AV, Oakland, CA",37.824821299999996,-122.24999030256097
16089,0.0,0.0,5.0,,Malus sp,MONTGOMERY ST,"4280
Oakland, Ca
(37.80505999961946, -122.27301999967312)",4280,"4280 MONTGOMERY ST, Oakland, CA",37.82975595,-122.2509115509813
16161,0.0,0.0,3.0,,Malus floribunda,60TH ST,"398
Oakland, Ca
(37.80505999961946, -122.27301999967312)",398,"398 60TH ST, Oakland, CA",37.8470214,-122.25627604460507
16193,0.0,0.0,3.0,,Malus floribunda,MCAULEY ST,"441
Oakland, Ca
(37.80505999961946, -122.27301999967312)",441,"441 MCAULEY ST, Oakland, CA",37.8457236,-122.25797727131618
16240,2.5,3.0,0.0,,Citrus sp,SHAFTER AV,"4215
Oakland, Ca
(37.80505999961946, -122.27301999967312)",4215,"4215 SHAFTER AV, Oakland, CA",37.83146515,-122.259247
16400,0.0,0.0,3.5,,Malus floribunda,REGENT ST,"6446
Oakland, Ca
(37.80505999961946, -122.27301999967312)",6446,"6446 REGENT ST, Oakland, CA",37.85269025,-122.25575035476072
16432,3.0,2.0,0.0,,Malus floribunda,ROSS ST,"5732
Oakland, Ca
(37.80505999961946, -122.27301999967312)",5732,"5732 ROSS ST, Oakland, CA",37.84823045,-122.24562279535928
16465,4.0,6.0,0.0,,Malus sp,LAWTON AV,"6101
Oakland, Ca
(37.80505999961946, -122.27301999967312)",6101,"6101 LAWTON AV, Oakland, CA",37.84355545,-122.24449329738988
16452,3.5,3.5,0.0,Low,Malus sp,TAFT AV,"5557
Oakland, Ca
(37.80505999961946, -122.27301999967312)",5557,"5557 TAFT AV, Oakland, CA",37.8425768,-122.24875351778172
16502,3.5,4.0,0.0,,Malus floribunda,REGENT ST,"6447
Oakland, Ca
(37.80505999961946, -122.27301999967312)",6447,"6447 REGENT ST, Oakland, CA",37.8526496,-122.25628834679387
16571,0.0,0.0,3.5,,Malus floribunda,REGENT ST,"6433
Oakland, Ca
(37.80505999961946, -122.27301999967312)",6433,"6433 REGENT ST, Oakland, CA",37.8520689,-122.2561331
16607,0.0,0.0,3.5,,Malus sp,DANA ST,"6604
Oakland, Ca
(37.80505999961946, -122.27301999967312)",6604,"6604 DANA ST, Oakland, CA",37.8522547,-122.25787315
16909,0.0,0.0,7.0,,Eriobotrya japonica,EAST 15TH ST,"2432
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2432,"2432 EAST 15TH ST, Oakland, CA",37.7831391,-122.2328667010327
16930,3.0,5.0,0.0,,Malus sp,MERRITT AV,"595
Oakland, Ca
(37.80505999961946, -122.27301999967312)",595,"595 MERRITT AV, Oakland, CA",37.80801235,-122.24588382306914
16985,0.0,0.0,3.0,,Citrus sp,EAST 21ST ST,"2806
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2806,"2806 EAST 21ST ST, Oakland, CA",37.785002649999996,-122.2251862234375
17036,3.0,3.0,0.0,High,Malus sp,CAPELL ST,"567
Oakland, Ca
(37.80505999961946, -122.27301999967312)",567,"567 CAPELL ST, Oakland, CA",37.80392045,-122.24062120165208
17234,0.0,0.0,0.0,,Malus sp,40TH AV,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)",0,"0 40TH AV, Oakland, CA",37.7709458,-122.2203505
17334,2.0,3.0,0.0,Moderate,Citrus sp,SANTA RITA ST,"2251
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2251,"2251 SANTA RITA ST, Oakland, CA",37.78407035,-122.2113154878409
17385,0.0,0.0,4.0,,Malus sp,MERA ST,"4125
Oakland, Ca
(37.80505999961946, -122.27301999967312)",4125,"4125 MERA ST, Oakland, CA",37.7770487,-122.21201458061824
17447,0.0,0.0,4.0,,Malus sp,MERA ST,"4115
Oakland, Ca
(37.80505999961946, -122.27301999967312)",4115,"4115 MERA ST, Oakland, CA",37.7772467,-122.21219511557044
17454,0.0,0.0,3.0,,Malus sp,41ST AV,"2108
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2108,"2108 41ST AV, Oakland, CA",37.77860475,-122.21075833883023
17724,0.0,0.0,4.0,,Persea sp / avocado,57TH AV,"1506
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1506,"1506 57TH AV, Oakland, CA",37.76699445,-122.20000955262103
17715,3.0,3.0,0.0,,Persea sp / avocado,52ND AV,"1602
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1602,"1602 52ND AV, Oakland, CA",37.77053685,-122.20534264429057
17853,0.0,0.0,2.0,,Eriobotrya japonica,BUENA VENTURA AV,"6437
Oakland, Ca
(37.80505999961946, -122.27301999967312)",6437,"6437 BUENA VENTURA AV, Oakland, CA",37.77648285,-122.17554361718487
18180,0.0,0.0,5.5,,Citrus sp,108TH AV,"1824
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1824,"1824 108TH AV, Oakland, CA",37.73879595,-122.1606822
18168,5.0,5.0,0.0,Low,Feijoa sellowiana,109TH AV,"2636
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2636,"2636 109TH AV, Oakland, CA",37.7414226,-122.14858835282271
18254,0.0,0.0,5.0,,Malus floribunda,PEACH ST,"9229
Oakland, Ca
(37.80505999961946, -122.27301999967312)",9229,"9229 PEACH ST, Oakland, CA",37.7524617,-122.16389577857996
18278,0.0,0.0,7.5,,Malus floribunda,92ND AV,"1937
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1937,"1937 92ND AV, Oakland, CA",37.75180345,-122.1676077187806
18326,0.0,0.0,6.0,,Eriobotrya japonica,92ND AV,"2116
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2116,"2116 92ND AV, Oakland, CA",37.75227545,-122.16552390876322
18589,2.0,6.0,0.0,High,Malus sp,ROSAL AV,"580
Oakland, Ca
(37.80505999961946, -122.27301999967312)",580,"580 ROSAL AV, Oakland, CA",37.81421255,-122.24010544335306
18754,0.0,0.0,4.0,,Eriobotrya japonica,ARDLEY AV,"4003
Oakland, Ca
(37.80505999961946, -122.27301999967312)",4003,"4003 ARDLEY AV, Oakland, CA",37.8050561,-122.22314491947492
18846,0.0,0.0,4.0,,Eriobotrya japonica,14TH AV,"3600
Oakland, Ca
(37.80505999961946, -122.27301999967312)",3600,"3600 14TH AV, Oakland, CA",37.801820333588005,-122.22568976873784
19005,0.0,0.0,6.0,,Malus sp,DETROIT AV,"4224
Oakland, Ca
(37.80505999961946, -122.27301999967312)",4224,"4224 DETROIT AV, Oakland, CA",37.79724985,-122.18899857230433
19292,0.0,0.0,5.0,,Prunus cerasifera,,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)",0,,46.3144754,11.0480288
19294,0.0,0.0,5.0,,Prunus cerasifera,,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)",0,,46.3144754,11.0480288
19305,0.0,0.0,6.0,,Prunus cerasifera,,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)",0,,46.3144754,11.0480288
19307,2.0,2.0,0.0,,Prunus cerasifera,,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)",0,,46.3144754,11.0480288
19493,2.0,3.0,0.0,Low,Persea sp / avocado,JACKSON ST,"900
Oakland, Ca
(37.80505999961946, -122.27301999967312)",900,"900 JACKSON ST, Oakland, CA",37.79868275,-122.26701899104361
21481,0.0,0.0,5.0,,Feijoa sellowiana,MCKINLEY AV,"744
Oakland, Ca
(37.80505999961946, -122.27301999967312)",744,"744 MCKINLEY AV, Oakland, CA",37.80674165,-122.24250555555655
19790,0.0,0.0,3.0,,Citrus sp,ROXBURY AV,"3051
Oakland, Ca
(37.80505999961946, -122.27301999967312)",3051,"3051 ROXBURY AV, Oakland, CA",37.73486905,-122.13698614817126
19813,3.0,3.0,0.0,Moderate,Malus sp,ACACIA AV,"6315
Oakland, Ca
(37.80505999961946, -122.27301999967312)",6315,"6315 ACACIA AV, Oakland, CA",37.84547435,-122.23576835107943
20434,0.0,0.0,3.0,,Eriobotrya japonica,FREMONT ST,"5920
Oakland, Ca
(37.80505999961946, -122.27301999967312)",5920,"5920 FREMONT ST, Oakland, CA",37.84274430000001,-122.2853324
20517,0.0,0.0,4.0,,Malus sp,61ST ST,"717
Oakland, Ca
(37.80505999961946, -122.27301999967312)",717,"717 61ST ST, Oakland, CA",37.8461552,-122.26897080922191
20546,0.0,0.0,4.0,,Malus sp,54TH ST,"849
Oakland, Ca
(37.80505999961946, -122.27301999967312)",849,"849 54TH ST, Oakland, CA",37.838589,-122.271394
20542,0.0,0.0,4.0,,Eriobotrya japonica,DOVER ST,"5323
Oakland, Ca
(37.80505999961946, -122.27301999967312)",5323,"5323 DOVER ST, Oakland, CA",37.838967350000004,-122.2672279336571
20601,0.0,0.0,3.0,,Malus floribunda,42ND ST,"832
Oakland, Ca
(37.80505999961946, -122.27301999967312)",832,"832 42ND ST, Oakland, CA",37.8322631,-122.27187101867223
20669,0.0,0.0,2.0,,Persea sp / avocado,TELEGRAPH AV,"6601
Oakland, Ca
(37.80505999961946, -122.27301999967312)",6601,"6601 TELEGRAPH AV, Oakland, CA",37.8522153,-122.26053478914717
21001,0.0,0.0,2.0,,Malus floribunda,60TH ST,"398
Oakland, Ca
(37.80505999961946, -122.27301999967312)",398,"398 60TH ST, Oakland, CA",37.8470214,-122.25627604460507
21062,0.0,0.0,2.5,,Citrus sp,AYALA AV,"5747
Oakland, Ca
(37.80505999961946, -122.27301999967312)",5747,"5747 AYALA AV, Oakland, CA",37.84375765,-122.25861533210787
21096,0.0,0.0,2.5,,Persea sp / avocado,SHAFTER AV,"5224
Oakland, Ca
(37.80505999961946, -122.27301999967312)",5224,"5224 SHAFTER AV, Oakland, CA",37.838321449999995,-122.25674189576519
21130,0.0,0.0,3.0,,Eriobotrya japonica,BROADWAY,"5558
Oakland, Ca
(37.80505999961946, -122.27301999967312)",5558,"5558 BROADWAY, Oakland, CA",37.8411869,-122.24784155004448
21206,0.0,0.0,3.0,,Eriobotrya japonica,KALES AV,"5624
Oakland, Ca
(37.80505999961946, -122.27301999967312)",5624,"5624 KALES AV, Oakland, CA",37.8422596,-122.24661839357566
21237,0.0,0.0,3.0,,Diospyros kaki,COLLEGE AV,"6310
Oakland, Ca
(37.80505999961946, -122.27301999967312)",6310,"6310 COLLEGE AV, Oakland, CA",37.8506081,-122.25203
21303,3.0,3.0,0.0,,Malus sp,MANILA AV,"5121
Oakland, Ca
(37.80505999961946, -122.27301999967312)",5121,"5121 MANILA AV, Oakland, CA",37.8363215,-122.25528503658192
21350,0.0,0.0,3.0,,Malus floribunda,63RD ST,"347
Oakland, Ca
(37.80505999961946, -122.27301999967312)",347,"347 63RD ST, Oakland, CA",37.8498712,-122.25437465896269
21411,0.0,0.0,4.0,,Malus sp,9TH AV,"1444
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1444,"1444 9TH AV, Oakland, CA",37.79328065,-122.24960305
21452,4.0,6.0,0.0,,Malus sp,EAST 14TH ST,"751
Oakland, Ca
(37.80505999961946, -122.27301999967312)",751,"751 EAST 14TH ST, Oakland, CA",37.7354179,-122.1637695
21512,0.0,0.0,5.0,,Malus sp,EAST 21ST ST,"1624
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1624,"1624 EAST 21ST ST, Oakland, CA",37.7932097,-122.23869703298429
21520,1.0,1.0,0.0,,Malus floribunda,BELLA VISTA AV,"1078
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1078,"1078 BELLA VISTA AV, Oakland, CA",37.8007044,-122.23615289231914
21549,0.0,0.0,6.0,,Malus sp,CAPELL ST,"584
Oakland, Ca
(37.80505999961946, -122.27301999967312)",584,"584 CAPELL ST, Oakland, CA",37.8039457,-122.2399216695306
21624,0.0,0.0,6.0,,Malus sp,CAPELL ST,"580
Oakland, Ca
(37.80505999961946, -122.27301999967312)",580,"580 CAPELL ST, Oakland, CA",37.8038647,-122.24003347202603
21729,2.0,2.0,0.0,,Malus sp,MCKILLOP RD,"2906
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2906,"2906 MCKILLOP RD, Oakland, CA",37.7951507,-122.22063983100385
21743,0.0,0.0,5.0,,Citrus sp,EAST 21ST ST,"1708
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1708,"1708 EAST 21ST ST, Oakland, CA",37.79279805,-122.237826548882
21770,0.0,0.0,5.0,,Eriobotrya japonica,EAST 21ST ST,"1637
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1637,"1637 EAST 21ST ST, Oakland, CA",37.792698599999994,-122.23884728671473
21967,2.0,2.0,0.0,,Malus floribunda,NICOL AV,"2841
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2841,"2841 NICOL AV, Oakland, CA",37.793573699999996,-122.2165889
22049,0.0,0.0,4.0,,Eriobotrya japonica,HARRINGTON AV,"1925
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1925,"1925 HARRINGTON AV, Oakland, CA",37.780408449999996,-122.21725474815534
22140,0.0,0.0,4.0,,Malus sp,41ST AV,"1730
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1730,"1730 41ST AV, Oakland, CA",37.775544550000006,-122.21445530482403
22192,0.0,0.0,5.0,,Persea sp / avocado,EAST 16TH ST,"2918
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2918,"2918 EAST 16TH ST, Oakland, CA",37.780464249999994,-122.22612847604515
22234,0.0,0.0,2.0,,Malus sp,EAST 15TH ST,"3007
Oakland, Ca
(37.80505999961946, -122.27301999967312)",3007,"3007 EAST 15TH ST, Oakland, CA",37.77924485,-122.22719605568682
22251,0.0,0.0,4.0,,Malus sp,FORD ST,"2888
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2888,"2888 FORD ST, Oakland, CA",37.77312915,-122.23375069406183
22911,0.0,0.0,5.0,,Eriobotrya japonica,94TH AV,"1545
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1545,"1545 94TH AV, Oakland, CA",37.74827235,-122.1706616968908
22908,5.0,5.0,0.0,Low,Citrus sp,106TH AV,"2318
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2318,"2318 106TH AV, Oakland, CA",37.741970699999996,-122.15464959710646
22940,3.0,3.0,0.0,Low,Eriobotrya japonica,107TH AV,"2231
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2231,"2231 107TH AV, Oakland, CA",37.74132205,-122.15565411093769
22978,0.0,0.0,6.0,,Citrus sp,HOLLY ST,"9645
Oakland, Ca
(37.80505999961946, -122.27301999967312)",9645,"9645 HOLLY ST, Oakland, CA",37.745370750000006,-122.17034090365749
23067,0.0,0.0,3.0,,Persea sp / avocado,78TH AV,"1575
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1575,"1575 78TH AV, Oakland, CA",37.7596347,-122.1805519197693
23227,0.0,0.0,0.0,,Malus sp,GRAND AV,"3850
Oakland, Ca
(37.80505999961946, -122.27301999967312)",3850,"3850 GRAND AV, Oakland, CA",37.81812185,-122.24459785949377
23290,2.0,2.5,0.0,Low,Malus floribunda,YORK ST,"906
Oakland, Ca
(37.80505999961946, -122.27301999967312)",906,"906 YORK ST, Oakland, CA",37.81396705,-122.24203521744434
23369,0.0,0.0,6.0,,Eriobotrya japonica,MANDANA BL,"776
Oakland, Ca
(37.80505999961946, -122.27301999967312)",776,"776 MANDANA, Oakland, CA",37.811766500000004,-122.23403385366768
23613,0.0,0.0,5.0,,Malus floribunda,LARKSPUR RD,"950
Oakland, Ca
(37.80505999961946, -122.27301999967312)",950,"950 LARKSPUR RD, Oakland, CA",37.80884445,-122.23225000033591
23713,0.0,0.0,3.0,,Citrus sp,39TH AV,"3704
Oakland, Ca
(37.80505999961946, -122.27301999967312)",3704,"3704 39TH AV, Oakland, CA",37.790196699999996,-122.19507141443061
23869,2.0,2.0,0.0,Moderate,Malus sp,RAMPART ST,"2400
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2400,"2400 RAMPART ST, Oakland, CA",37.805386049999996,-122.20815318519793
24030,0.0,0.0,4.0,,Citrus sp,EXCELSIOR AV,"1401
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1401,"1401 EXCELSIOR AV, Oakland, CA",37.802627099999995,-122.22867980000001
24071,0.0,0.0,4.0,,Malus sp,,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)",0,,46.3144754,11.0480288
24058,0.0,0.0,0.0,,Eriobotrya japonica,,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)",0,,46.3144754,11.0480288
24452,0.0,0.0,4.0,,Malus floribunda,3RD ST,"200
Oakland, Ca
(37.80505999961946, -122.27301999967312)",200,"200 3RD ST, Oakland, CA",37.79484155,-122.27045313819642
24521,2.0,2.0,0.0,Low,Malus floribunda,SKYLINE BL,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)",0,"0 SKYLINE, Oakland, CA",37.8437091,-122.1960766
25494,0.0,0.0,2.0,,Malus sp,ADELINE ST,"5522
Oakland, Ca
(37.80505999961946, -122.27301999967312)",5522,"5522 ADELINE ST, Oakland, CA",37.8396696,-122.27474650802685
25639,0.0,0.0,5.0,,Malus sp,HOWE ST,"4368
Oakland, Ca
(37.80505999961946, -122.27301999967312)",4368,"4368 HOWE ST, Oakland, CA",37.83046,-122.24832375
25719,0.0,0.0,2.0,,Malus sp,VICENTE ST,"5769
Oakland, Ca
(37.80505999961946, -122.27301999967312)",5769,"5769 VICENTE ST, Oakland, CA",37.8441016,-122.2602100820946
25708,2.0,2.0,0.0,,Malus sp,YOSEMITE AV,"25
Oakland, Ca
(37.80505999961946, -122.27301999967312)",25,"25 YOSEMITE AV, Oakland, CA",37.823375850000005,-122.25538070413926
25776,0.0,0.0,2.0,,Malus floribunda,60TH ST,"398
Oakland, Ca
(37.80505999961946, -122.27301999967312)",398,"398 60TH ST, Oakland, CA",37.8470214,-122.25627604460507
25780,0.0,0.0,2.0,,Malus floribunda,60TH ST,"398
Oakland, Ca
(37.80505999961946, -122.27301999967312)",398,"398 60TH ST, Oakland, CA",37.8470214,-122.25627604460507
25760,0.0,0.0,4.0,,Malus floribunda,MONTE CRESTA AV,"111
Oakland, Ca
(37.80505999961946, -122.27301999967312)",111,"111 MONTE CRESTA AV, Oakland, CA",37.824821299999996,-122.24999030256097
25797,0.0,0.0,2.0,,Malus sp,YOSEMITE AV,"49
Oakland, Ca
(37.80505999961946, -122.27301999967312)",49,"49 YOSEMITE AV, Oakland, CA",37.82291965,-122.25475520738138
25871,0.0,0.0,2.0,,Malus sp,YOSEMITE AV,"41
Oakland, Ca
(37.80505999961946, -122.27301999967312)",41,"41 YOSEMITE AV, Oakland, CA",37.82302585,-122.2549238898838
25913,0.0,0.0,5.5,,Malus floribunda,HUDSON ST,"457
Oakland, Ca
(37.80505999961946, -122.27301999967312)",457,"457 HUDSON ST, Oakland, CA",37.8415978,-122.25501395
25964,0.0,0.0,2.5,,Malus sp,HILLEGASS AV,"6174
Oakland, Ca
(37.80505999961946, -122.27301999967312)",6174,"6174 HILLEGASS AV, Oakland, CA",37.84904415,-122.25418250290429
26048,0.0,0.0,3.0,,Malus sp,MANOA ST,"6249
Oakland, Ca
(37.80505999961946, -122.27301999967312)",6249,"6249 MANOA ST, Oakland, CA",37.8510194,-122.25032677128712
26222,0.0,0.0,3.5,,Malus sp,DANA ST,"6612
Oakland, Ca
(37.80505999961946, -122.27301999967312)",6612,"6612 DANA ST, Oakland, CA",37.852469299999996,-122.25791878728027
26374,0.0,0.0,2.5,,Eriobotrya japonica,EAST 19TH ST,"842
Oakland, Ca
(37.80505999961946, -122.27301999967312)",842,"842 EAST 19TH ST, Oakland, CA",37.7963924,-122.2459671
26419,0.0,0.0,3.0,,Eriobotrya japonica,22ND AV,"3084
Oakland, Ca
(37.80505999961946, -122.27301999967312)",3084,"3084 22ND AV, Oakland, CA",37.7981709,-122.22610531155661
26443,0.0,0.0,9.0,,Malus sp,MONTCLAIR AV,"616
Oakland, Ca
(37.80505999961946, -122.27301999967312)",616,"616 MONTCLAIR AV, Oakland, CA",37.805300200000005,-122.24153694221795
26466,5.0,4.0,0.0,Moderate,Malus sp,CLEVELAND ST,"868
Oakland, Ca
(37.80505999961946, -122.27301999967312)",868,"868 CLEVELAND ST, Oakland, CA",37.80363715,-122.2408343503055
26459,2.0,2.0,0.0,,Malus sp,ZORAH ST,"538
Oakland, Ca
(37.80505999961946, -122.27301999967312)",538,"538 ZORAH ST, Oakland, CA",37.803428350000004,-122.242109098404
26525,3.0,3.0,0.0,,Malus sp,CAPELL ST,"567
Oakland, Ca
(37.80505999961946, -122.27301999967312)",567,"567 CAPELL ST, Oakland, CA",37.80392045,-122.24062120165208
26545,0.0,0.0,6.0,,Malus sp,25TH AV,"2610
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2610,"2610 25TH AV, Oakland, CA",37.790887999999995,-122.22460614425376
26625,0.0,0.0,5.0,,Eriobotrya japonica,19TH AV,"2050
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2050,"2050 19TH AV, Oakland, CA",37.7959846,-122.2319333
26752,0.0,0.0,3.0,,Malus sp,GEORGIA ST,"3055
Oakland, Ca
(37.80505999961946, -122.27301999967312)",3055,"3055 GEORGIA ST, Oakland, CA",37.79603005,-122.20470175708238
27006,0.0,0.0,4.0,,Malus sp,41ST AV,"2108
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2108,"2108 41ST AV, Oakland, CA",37.77860475,-122.21075833883023
27048,0.0,0.0,4.0,,Malus sp,FORD ST,"2888
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2888,"2888 FORD ST, Oakland, CA",37.77312915,-122.23375069406183
27328,2.0,2.0,0.0,Moderate,Malus floribunda,SEMINARY AV,"1301
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1301,"1301 SEMINARY AV, Oakland, CA",37.764344449999996,-122.20103427018027
27397,0.0,0.0,5.0,,Eriobotrya japonica,61ST AV,"1280
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1280,"1280 61ST AV, Oakland, CA",37.762699100000006,-122.20000159343445
27384,0.0,0.0,5.5,,Eriobotrya japonica,BROMLEY AV,"6236
Oakland, Ca
(37.80505999961946, -122.27301999967312)",6236,"6236 BROMLEY AV, Oakland, CA",37.7655292,-122.19358300570727
27444,0.0,0.0,11.0,,Eriobotrya japonica,LAIRD AV,"6184
Oakland, Ca
(37.80505999961946, -122.27301999967312)",6184,"6184 LAIRD AV, Oakland, CA",37.77647185,-122.17921061410526
27522,0.0,0.0,5.0,,Eriobotrya japonica,66TH AV,"3548
Oakland, Ca
(37.80505999961946, -122.27301999967312)",3548,"3548 66TH AV, Oakland, CA",37.7738733,-122.17554660096192
27650,0.0,0.0,4.0,,Eriobotrya japonica,HOLLY ST,"9817
Oakland, Ca
(37.80505999961946, -122.27301999967312)",9817,"9817 HOLLY ST, Oakland, CA",37.74438565,-122.16936922308288
27851,0.0,0.0,4.0,,Persea sp / avocado,75TH AV,"979
Oakland, Ca
(37.80505999961946, -122.27301999967312)",979,"979 75TH AV, Oakland, CA",37.754757049999995,-122.1917749650688
27887,0.0,0.0,4.0,,Malus floribunda,RITCHIE ST,"2758
Oakland, Ca
(37.80505999961946, -122.27301999967312)",2758,"2758 RITCHIE ST, Oakland, CA",37.76411215,-122.16723215390182
28150,0.0,0.0,6.0,,Malus floribunda,SANTA RAY AV,"690
Oakland, Ca
(37.80505999961946, -122.27301999967312)",690,"690 SANTA RAY AV, Oakland, CA",37.811541399999996,-122.23733370590719
28337,0.0,0.0,4.0,,Persea sp / avocado,14TH AV,"3606
Oakland, Ca
(37.80505999961946, -122.27301999967312)",3606,"3606 14TH AV, Oakland, CA",37.801840773134046,-122.2256839435961
28379,0.0,0.0,3.0,,Citrus sp,GLENDORA AV,"1144
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1144,"1144 GLENDORA AV, Oakland, CA",37.8099633,-122.21962762393589
28374,0.0,0.0,4.0,,Malus sp,EXCELSIOR AV,"1600
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1600,"1600 EXCELSIOR AV, Oakland, CA",37.802055800000005,-122.22329340261558
29182,0.0,0.0,4.0,,Malus floribunda,3RD ST,"200
Oakland, Ca
(37.80505999961946, -122.27301999967312)",200,"200 3RD ST, Oakland, CA",37.79484155,-122.27045313819642
29183,0.0,0.0,4.0,,Malus floribunda,3RD ST,"200
Oakland, Ca
(37.80505999961946, -122.27301999967312)",200,"200 3RD ST, Oakland, CA",37.79484155,-122.27045313819642
29270,0.0,0.0,4.0,,Malus floribunda,3RD ST,"200
Oakland, Ca
(37.80505999961946, -122.27301999967312)",200,"200 3RD ST, Oakland, CA",37.79484155,-122.27045313819642
29362,0.0,0.0,5.0,,Malus floribunda,COACH DR,"8156
Oakland, Ca
(37.80505999961946, -122.27301999967312)",8156,"8156 COACH DR, Oakland, CA",37.770418750000005,-122.13764308058742
29439,0.0,0.0,3.0,,Malus sp,CONTRA COSTA RD,"6339
Oakland, Ca
(37.80505999961946, -122.27301999967312)",6339,"6339 CONTRA COSTA RD, Oakland, CA",37.843472683640115,-122.22952385012586
29445,0.0,0.0,14.0,,Malus sp,GOLDEN GATE AV,"5499
Oakland, Ca
(37.80505999961946, -122.27301999967312)",5499,"5499 GOLDEN GATE AV, Oakland, CA",37.8465615,-122.2374789683871
29440,0.0,0.0,4.0,,Malus floribunda,PROCTOR AV,"5100
Oakland, Ca
(37.80505999961946, -122.27301999967312)",5100,"5100 PROCTOR AV, Oakland, CA",37.83853255,-122.22560941016147
29504,3.0,4.0,0.0,,Malus sp,CONTRA COSTA RD,"6351
Oakland, Ca
(37.80505999961946, -122.27301999967312)",6351,"6351 CONTRA COSTA RD, Oakland, CA",37.843142,-122.22892019058244
29543,0.0,0.0,20.0,,Citrus sp,MARGARIDO DR,"6081
Oakland, Ca
(37.80505999961946, -122.27301999967312)",6081,"6081 MARGARIDO DR, Oakland, CA",37.847116549999996,-122.2418041091297
29746,9.0,5.0,0.0,,Malus sp,MARKET ST,"1702
Oakland, Ca
(37.80505999961946, -122.27301999967312)",1702,"1702 MARKET ST, Oakland, CA",37.81032835,-122.27947383672154
30038,0.0,0.0,3.0,,Malus sp,HERZOG ST,"6441
Oakland, Ca
(37.80505999961946, -122.27301999967312)",6441,"6441 HERZOG ST, Oakland, CA",37.84801555,-122.28352915368781
